"Filename","High","Low1","Low2","Low3","Low4","Split"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ikesloveandsandwiches.app-screens/screenshot_4.png","screen of an app where the user orders a sandwich","in the main body toward the top there is information about the sandwich the name the main ingredients the price and a photo","in the center there are options for the user to choose for the sandwich such as bread choices sauce etc","toward the bottom there is a button that the user can press to finalize the purchase","at the bottom there are a few shopping options such as order view history etc","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.hellofresh.androidapp-screens/screenshot_1.png","screen showing the welcome to hellofresh application","the center of the page has a picture of open box with grocery","a text block above the picture displays the features of the app","the background of the page is white","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.cyworld.camera-screens/screenshot_1.png","the screen provides the user with a preview of the app","the bottom four dots allow the user to swipe to the next page","","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.Revsoft.Wabbitemu-screens/screenshot_2.png","this screen is a page of rom","at the top left corner a symbol is displayed","next to the symbol there is a label called rom files","at the middle of the screen is a popup with a label called what is a rom","below the label brief description is given with an ok link button","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.app.wac-screens/screenshot_1.png","sign in page of wac","towards the end of the page there is a sign in button user can click it to sign in","the center of the page with large logo of the app","a buildings photograph is shown as background","there is no other button in the page","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.toktumi.line2-screens/screenshot_4.png","screen shows line two number filling options of an app","on the top there is a heading welcome back","backon the top there is a filling of line2 number and password","in the middle there is a heading enter line2 number","in the middle there is a ok button","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.gotv.crackle.handset-screens/screenshot_1.png","screen shows to user can see the c movies through sing in the email","in the top left hand corner there is a button that the user can click to take them to the previous screen","in the front screen there is a alert message a link the user can use to recover their email","in the front screen the user can enter the email and click the submit button","behind the screen have a forgot password button a link the user can use to recover their email","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mobileguru.candyjourney.free-screens/screenshot_1.png","the screen allows the user to view the home screen for the game","the center button that is the largest allows the user to play the game if clicked","the bottom left button allows the user to toggle music on or off","the second column on the bottom allows the user to toggle sound on or off","the third column on the bottom allows the user to give a like","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/secret.hide.calculator-screens/screenshot_2.png","this screen allows user to input the operands and operators to calculate and to perform arithmetic operation in the calculator","user can input the operands by clicking numbers button","user can input the selected operator to perform arithmetic operation","user can view the result in result area","user can clear the result by click on brush button to clear the screen","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/secret.hide.calculator-screens/screenshot_2.png","screen shows calculator app options","on the top right there is a shirt option","on the top there is a calculator display which shows a number zero on left","on the upper middle and right side there are seven operating option of the calculator","on the bottom left there are eleven numerical values","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.xtrapro.howtodraw.powerfullgirls-screens/screenshot_2.png","this screen represent the draw girls power","in top of the screen is butch and brick is available","after that bommer and buttercup is present","below that mojo mojo and bubbles are available","at bottom of the screen is the mayor is available","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.xtrapro.howtodraw.powerfullgirls-screens/screenshot_2.png","this screen is a display of games application","at the top left corner a label is displayed","the label is displayed as draw girls power","below the label many options are displayed","you can choose your desired option","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ovuline.parenting-screens/screenshot_2.png","add children page of the app is shown in the screen with options user can select","the center of the page has drop down list to select the relationship by user","the top right has forward button","the top left has back button","at the bottom of the page there are fields for the user to enter certain details about the child","N/A"
